NO_LAPORAN,TGL_LAPORAN,MO,MO_clean,MO_casefold,MO_normalized,MO_tokens,MO_stopwords,MO_tokens_stemmed,MO_final_text
LP/B/84/V/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,26 Mei 2023,"Pelaku mengambil 1 unit HP Samsung Galaxy milik korban yang sedang terparkir di Jl. Tani RT 02/RW 04, Sungai Purun Kecil, Kec. Sungai Pinyuh dengan menggunakan kunci T.",Pelaku mengambil unit HP Samsung Galaxy milik korban yang sedang terparkir di Jl Tani RT RW Sungai Purun Kecil Kec Sungai Pinyuh dengan menggunakan kunci T,pelaku mengambil unit hp samsung galaxy milik korban yang sedang terparkir di jl tani rt rw sungai purun kecil kec sungai pinyuh dengan menggunakan kunci t,pelaku mengambil unit handphone samsung galaxy milik korban yang sedang terparkir di jalan tani rukun tetangga rukun warga sungai purun kecil kecamatan sungai pinyuh dengan menggunakan kunci t,"['pelaku', 'mengambil', 'unit', 'handphone', 'samsung', 'galaxy', 'milik', 'korban', 'yang', 'sedang', 'terparkir', 'di', 'jalan', 'tani', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'kecil', 'kecamatan', 'sungai', 'pinyuh', 'dengan', 'menggunakan', 'kunci', 't']","['pelaku', 'mengambil', 'unit', 'handphone', 'samsung', 'galaxy', 'milik', 'korban', 'terparkir', 'jalan', 'tani', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'kecamatan', 'sungai', 'pinyuh', 'kunci']","['pelaku', 'ambil', 'unit', 'handphone', 'samsung', 'galaxy', 'milik', 'korban', 'parkir', 'jalan', 'tani', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'camat', 'sungai', 'pinyuh', 'kunci']",pelaku ambil unit handphone samsung galaxy milik korban parkir jalan tani rukun tetangga rukun warga sungai purun camat sungai pinyuh kunci
LP/B/87/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,5 Juni 2023,"Pelaku menawarkan barang elektronik dengan harga murah melalui media sosial, namun setelah uang ditransfer, barang tidak dikirim.",Pelaku menawarkan barang elektronik dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan barang elektronik dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan barang elektronik dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,"['pelaku', 'menawarkan', 'barang', 'elektronik', 'dengan', 'harga', 'murah', 'melalui', 'media', 'sosial', 'namun', 'setelah', 'uang', 'ditransfer', 'barang', 'tidak', 'dikirim']","['pelaku', 'menawarkan', 'barang', 'elektronik', 'harga', 'murah', 'media', 'sosial', 'uang', 'ditransfer', 'barang', 'dikirim']","['pelaku', 'tawar', 'barang', 'elektronik', 'harga', 'murah', 'media', 'sosial', 'uang', 'transfer', 'barang', 'kirim']",pelaku tawar barang elektronik harga murah media sosial uang transfer barang kirim
LP/B/89/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,7 Juni 2023,"Pelaku menawarkan investasi bodong dengan harga murah melalui media sosial, namun setelah uang ditransfer, barang tidak dikirim.",Pelaku menawarkan investasi bodong dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan investasi bodong dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan investasi bodong dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,"['pelaku', 'menawarkan', 'investasi', 'bodong', 'dengan', 'harga', 'murah', 'melalui', 'media', 'sosial', 'namun', 'setelah', 'uang', 'ditransfer', 'barang', 'tidak', 'dikirim']","['pelaku', 'menawarkan', 'investasi', 'bodong', 'harga', 'murah', 'media', 'sosial', 'uang', 'ditransfer', 'barang', 'dikirim']","['pelaku', 'tawar', 'investasi', 'bodong', 'harga', 'murah', 'media', 'sosial', 'uang', 'transfer', 'barang', 'kirim']",pelaku tawar investasi bodong harga murah media sosial uang transfer barang kirim
LP/B/93/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,17 Juni 2023,"Pelaku masuk ke dalam rumah korban dengan cara mencongkel jendela samping menggunakan obeng, kemudian mengambil 1 unit HP Samsung Galaxy.",Pelaku masuk ke dalam rumah korban dengan cara mencongkel jendela samping menggunakan obeng kemudian mengambil unit HP Samsung Galaxy,pelaku masuk ke dalam rumah korban dengan cara mencongkel jendela samping menggunakan obeng kemudian mengambil unit hp samsung galaxy,pelaku masuk ke dalam rumah korban dengan cara mencongkel jendela samping menggunakan obeng kemudian mengambil unit handphone samsung galaxy,"['pelaku', 'masuk', 'ke', 'dalam', 'rumah', 'korban', 'dengan', 'cara', 'mencongkel', 'jendela', 'samping', 'menggunakan', 'obeng', 'kemudian', 'mengambil', 'unit', 'handphone', 'samsung', 'galaxy']","['pelaku', 'masuk', 'rumah', 'korban', 'mencongkel', 'jendela', 'samping', 'obeng', 'mengambil', 'unit', 'handphone', 'samsung', 'galaxy']","['pelaku', 'masuk', 'rumah', 'korban', 'congkel', 'jendela', 'samping', 'obeng', 'ambil', 'unit', 'handphone', 'samsung', 'galaxy']",pelaku masuk rumah korban congkel jendela samping obeng ambil unit handphone samsung galaxy
LP/B/97/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,23 Juni 2023,"Pada saat rumah dalam keadaan kosong ditinggal pemiliknya bekerja, pelaku masuk dengan cara merusak kunci pintu belakang. Setelah berhasil masuk, pelaku mengacak-acak lemari di kamar utama dan mengambil 2 buah tabung gas 3kg serta barang berharga lainnya, kemudian melarikan diri melalui pintu yang sama.",Pada saat rumah dalam keadaan kosong ditinggal pemiliknya bekerja pelaku masuk dengan cara merusak kunci pintu belakang Setelah berhasil masuk pelaku mengacak acak lemari di kamar utama dan mengambil buah tabung gas kg serta barang berharga lainnya kemudian melarikan diri melalui pintu yang sama,pada saat rumah dalam keadaan kosong ditinggal pemiliknya bekerja pelaku masuk dengan cara merusak kunci pintu belakang setelah berhasil masuk pelaku mengacak acak lemari di kamar utama dan mengambil buah tabung gas kg serta barang berharga lainnya kemudian melarikan diri melalui pintu yang sama,pada saat rumah dalam keadaan kosong ditinggal pemiliknya bekerja pelaku masuk dengan cara merusak kunci pintu belakang setelah berhasil masuk pelaku mengacak acak lemari di kamar utama dan mengambil buah tabung gas kilo serta barang berharga lainnya kemudian melarikan diri melalui pintu yang sama,"['pada', 'saat', 'rumah', 'dalam', 'keadaan', 'kosong', 'ditinggal', 'pemiliknya', 'bekerja', 'pelaku', 'masuk', 'dengan', 'cara', 'merusak', 'kunci', 'pintu', 'belakang', 'setelah', 'berhasil', 'masuk', 'pelaku', 'mengacak', 'acak', 'lemari', 'di', 'kamar', 'utama', 'dan', 'mengambil', 'buah', 'tabung', 'gas', 'kilo', 'serta', 'barang', 'berharga', 'lainnya', 'kemudian', 'melarikan', 'diri', 'melalui', 'pintu', 'yang', 'sama']","['rumah', 'kosong', 'ditinggal', 'pemiliknya', 'pelaku', 'masuk', 'merusak', 'kunci', 'pintu', 'berhasil', 'masuk', 'pelaku', 'mengacak', 'acak', 'lemari', 'kamar', 'utama', 'mengambil', 'buah', 'tabung', 'gas', 'kilo', 'barang', 'berharga', 'melarikan', 'pintu']","['rumah', 'kosong', 'tinggal', 'milik', 'pelaku', 'masuk', 'rusak', 'kunci', 'pintu', 'hasil', 'masuk', 'pelaku', 'acak', 'acak', 'lemari', 'kamar', 'utama', 'ambil', 'buah', 'tabung', 'gas', 'kilo', 'barang', 'harga', 'lari', 'pintu']",rumah kosong tinggal milik pelaku masuk rusak kunci pintu hasil masuk pelaku acak acak lemari kamar utama ambil buah tabung gas kilo barang harga lari pintu
LP/B/98/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,23 Juni 2023,"Ojek pangkalan (Tersangka) mencegat pengemudi ojek online (Korban) yang mengambil penumpang di ""Zona Merah"" (wilayah terlarang versi pangkalan). Tersangka merampas helm milik korban, lalu membantingnya ke aspal hingga kaca visor pecah dan gabus dalamnya hancur.",Ojek pangkalan Tersangka mencegat pengemudi ojek online Korban yang mengambil penumpang di Zona Merah wilayah terlarang versi pangkalan Tersangka merampas helm milik korban lalu membantingnya ke aspal hingga kaca visor pecah dan gabus dalamnya hancur,ojek pangkalan tersangka mencegat pengemudi ojek online korban yang mengambil penumpang di zona merah wilayah terlarang versi pangkalan tersangka merampas helm milik korban lalu membantingnya ke aspal hingga kaca visor pecah dan gabus dalamnya hancur,ojek pangkalan tersangka mencegat pengemudi ojek online korban yang mengambil penumpang di zona merah wilayah terlarang versi pangkalan tersangka merampas helm milik korban lalu membantingnya ke aspal hingga kaca visor pecah dan gabus dalamnya hancur,"['ojek', 'pangkalan', 'tersangka', 'mencegat', 'pengemudi', 'ojek', 'online', 'korban', 'yang', 'mengambil', 'penumpang', 'di', 'zona', 'merah', 'wilayah', 'terlarang', 'versi', 'pangkalan', 'tersangka', 'merampas', 'helm', 'milik', 'korban', 'lalu', 'membantingnya', 'ke', 'aspal', 'hingga', 'kaca', 'visor', 'pecah', 'dan', 'gabus', 'dalamnya', 'hancur']","['ojek', 'pangkalan', 'tersangka', 'mencegat', 'pengemudi', 'ojek', 'online', 'korban', 'mengambil', 'penumpang', 'zona', 'merah', 'wilayah', 'terlarang', 'versi', 'pangkalan', 'tersangka', 'merampas', 'helm', 'milik', 'korban', 'membantingnya', 'aspal', 'kaca', 'visor', 'pecah', 'gabus', 'dalamnya', 'hancur']","['ojek', 'pangkal', 'tersangka', 'cegat', 'pengemudi', 'ojek', 'online', 'korban', 'ambil', 'penumpang', 'zona', 'merah', 'wilayah', 'larang', 'versi', 'pangkal', 'tersangka', 'rampas', 'helm', 'milik', 'korban', 'banting', 'aspal', 'kaca', 'visor', 'pecah', 'gabus', 'dalam', 'hancur']",ojek pangkal tersangka cegat pengemudi ojek online korban ambil penumpang zona merah wilayah larang versi pangkal tersangka rampas helm milik korban banting aspal kaca visor pecah gabus dalam hancur
LP/B/100/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,26 Juni 2023,"Berawal dari adu mulut antara pelaku dan korban terkait masalah hutang piutang, pelaku yang emosi langsung memukul korban menggunakan kayu balok ke arah punggung dan kepala, menyebabkan korban mengalami luka memar dan robek.",Berawal dari adu mulut antara pelaku dan korban terkait masalah hutang piutang pelaku yang emosi langsung memukul korban menggunakan kayu balok ke arah punggung dan kepala menyebabkan korban mengalami luka memar dan robek,berawal dari adu mulut antara pelaku dan korban terkait masalah hutang piutang pelaku yang emosi langsung memukul korban menggunakan kayu balok ke arah punggung dan kepala menyebabkan korban mengalami luka memar dan robek,berawal dari adu mulut antara pelaku dan korban terkait masalah hutang piutang pelaku yang emosi langsung memukul korban menggunakan kayu balok ke arah punggung dan kepala menyebabkan korban mengalami luka memar dan robek,"['berawal', 'dari', 'adu', 'mulut', 'antara', 'pelaku', 'dan', 'korban', 'terkait', 'masalah', 'hutang', 'piutang', 'pelaku', 'yang', 'emosi', 'langsung', 'memukul', 'korban', 'menggunakan', 'kayu', 'balok', 'ke', 'arah', 'punggung', 'dan', 'kepala', 'menyebabkan', 'korban', 'mengalami', 'luka', 'memar', 'dan', 'robek']","['adu', 'mulut', 'pelaku', 'korban', 'terkait', 'hutang', 'piutang', 'pelaku', 'emosi', 'langsung', 'memukul', 'korban', 'kayu', 'balok', 'arah', 'punggung', 'kepala', 'menyebabkan', 'korban', 'mengalami', 'luka', 'memar', 'robek']","['adu', 'mulut', 'pelaku', 'korban', 'kait', 'hutang', 'piutang', 'pelaku', 'emosi', 'langsung', 'pukul', 'korban', 'kayu', 'balok', 'arah', 'punggung', 'kepala', 'sebab', 'korban', 'alami', 'luka', 'memar', 'robek']",adu mulut pelaku korban kait hutang piutang pelaku emosi langsung pukul korban kayu balok arah punggung kepala sebab korban alami luka memar robek
LP/B/101/VI/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,30 Juni 2023,Pelaku melakukan tindak pidana sesuai dengan laporan yang dibuat korban.,Pelaku melakukan tindak pidana sesuai dengan laporan yang dibuat korban,pelaku melakukan tindak pidana sesuai dengan laporan yang dibuat korban,pelaku melakukan tindak pidana sesuai dengan laporan yang dibuat korban,"['pelaku', 'melakukan', 'tindak', 'pidana', 'sesuai', 'dengan', 'laporan', 'yang', 'dibuat', 'korban']","['pelaku', 'tindak', 'pidana', 'sesuai', 'laporan', 'korban']","['pelaku', 'tindak', 'pidana', 'sesuai', 'laporan', 'korban']",pelaku tindak pidana sesuai laporan korban
LP/B/103/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,5 Juli 2023,Pelaku mengambil sepeda motor merk Suzuki Satria milik korban yang sedang diparkir di halaman masjid saat korban sedang melaksanakan sholat Isya. Pelaku merusak kunci kontak menggunakan kunci T dan langsung membawa kabur kendaraan tersebut ke arah Pontianak.,Pelaku mengambil sepeda motor merk Suzuki Satria milik korban yang sedang diparkir di halaman masjid saat korban sedang melaksanakan sholat Isya Pelaku merusak kunci kontak menggunakan kunci T dan langsung membawa kabur kendaraan tersebut ke arah Pontianak,pelaku mengambil sepeda motor merk suzuki satria milik korban yang sedang diparkir di halaman masjid saat korban sedang melaksanakan sholat isya pelaku merusak kunci kontak menggunakan kunci t dan langsung membawa kabur kendaraan tersebut ke arah pontianak,pelaku mengambil sepeda motor merk suzuki satria milik korban yang sedang diparkir di halaman masjid saat korban sedang melaksanakan sholat isya pelaku merusak kunci kontak menggunakan kunci t dan langsung membawa kabur kendaraan tersebut ke arah pontianak,"['pelaku', 'mengambil', 'sepeda', 'motor', 'merk', 'suzuki', 'satria', 'milik', 'korban', 'yang', 'sedang', 'diparkir', 'di', 'halaman', 'masjid', 'saat', 'korban', 'sedang', 'melaksanakan', 'sholat', 'isya', 'pelaku', 'merusak', 'kunci', 'kontak', 'menggunakan', 'kunci', 't', 'dan', 'langsung', 'membawa', 'kabur', 'kendaraan', 'tersebut', 'ke', 'arah', 'pontianak']","['pelaku', 'mengambil', 'sepeda', 'motor', 'merk', 'suzuki', 'satria', 'milik', 'korban', 'diparkir', 'halaman', 'masjid', 'korban', 'melaksanakan', 'sholat', 'isya', 'pelaku', 'merusak', 'kunci', 'kontak', 'kunci', 'langsung', 'membawa', 'kabur', 'kendaraan', 'arah', 'pontianak']","['pelaku', 'ambil', 'sepeda', 'motor', 'merk', 'suzuki', 'satria', 'milik', 'korban', 'parkir', 'halaman', 'masjid', 'korban', 'laksana', 'sholat', 'isya', 'pelaku', 'rusak', 'kunci', 'kontak', 'kunci', 'langsung', 'bawa', 'kabur', 'kendara', 'arah', 'pontianak']",pelaku ambil sepeda motor merk suzuki satria milik korban parkir halaman masjid korban laksana sholat isya pelaku rusak kunci kontak kunci langsung bawa kabur kendara arah pontianak
LP/B/104/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,7 Juli 2023,Pelaku mengambil Uang tunai Rp 2.000.000 milik korban yang tersimpan di dalam rumah.,Pelaku mengambil Uang tunai Rp milik korban yang tersimpan di dalam rumah,pelaku mengambil uang tunai rp milik korban yang tersimpan di dalam rumah,pelaku mengambil uang tunai rupiah milik korban yang tersimpan di dalam rumah,"['pelaku', 'mengambil', 'uang', 'tunai', 'rupiah', 'milik', 'korban', 'yang', 'tersimpan', 'di', 'dalam', 'rumah']","['pelaku', 'mengambil', 'uang', 'tunai', 'rupiah', 'milik', 'korban', 'tersimpan', 'rumah']","['pelaku', 'ambil', 'uang', 'tunai', 'rupiah', 'milik', 'korban', 'simpan', 'rumah']",pelaku ambil uang tunai rupiah milik korban simpan rumah
LP/B/106/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,10 Juli 2023,Tertangkap tangan memiliki dan menyimpan narkotika jenis sabu seberat 0.5 gram di saku celana.,Tertangkap tangan memiliki dan menyimpan narkotika jenis sabu seberat gram di saku celana,tertangkap tangan memiliki dan menyimpan narkotika jenis sabu seberat gram di saku celana,tertangkap tangan memiliki dan menyimpan narkotika jenis sabu seberat gram di saku celana,"['tertangkap', 'tangan', 'memiliki', 'dan', 'menyimpan', 'narkotika', 'jenis', 'sabu', 'seberat', 'gram', 'di', 'saku', 'celana']","['tertangkap', 'tangan', 'memiliki', 'menyimpan', 'narkotika', 'jenis', 'sabu', 'seberat', 'gram', 'saku', 'celana']","['tangkap', 'tangan', 'milik', 'simpan', 'narkotika', 'jenis', 'sabu', 'berat', 'gram', 'saku', 'celana']",tangkap tangan milik simpan narkotika jenis sabu berat gram saku celana
LP/B/107/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,10 Juli 2023,Pelaku (Lidik) mengambil sepeda motor Honda Vario yang diparkir di teras rumah korban.,Pelaku Lidik mengambil sepeda motor Honda Vario yang diparkir di teras rumah korban,pelaku lidik mengambil sepeda motor honda vario yang diparkir di teras rumah korban,pelaku lidik mengambil sepeda motor honda vario yang diparkir di teras rumah korban,"['pelaku', 'lidik', 'mengambil', 'sepeda', 'motor', 'honda', 'vario', 'yang', 'diparkir', 'di', 'teras', 'rumah', 'korban']","['pelaku', 'lidik', 'mengambil', 'sepeda', 'motor', 'honda', 'vario', 'diparkir', 'teras', 'rumah', 'korban']","['pelaku', 'lidik', 'ambil', 'sepeda', 'motor', 'honda', 'vario', 'parkir', 'teras', 'rumah', 'korban']",pelaku lidik ambil sepeda motor honda vario parkir teras rumah korban
LP/B/110/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,19 Juli 2023,"Petugas mendapatkan informasi masyarakat bahwa di Jl. Pasar RT 11/RW 02, Peniraman, Kec. Sungai Pinyuh sering terjadi transaksi narkoba, saat digeledah ditemukan 2 butir pil ekstasi di saku celana pelaku.",Petugas mendapatkan informasi masyarakat bahwa di Jl Pasar RT RW Peniraman Kec Sungai Pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan butir pil ekstasi di saku celana pelaku,petugas mendapatkan informasi masyarakat bahwa di jl pasar rt rw peniraman kec sungai pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan butir pil ekstasi di saku celana pelaku,petugas mendapatkan informasi masyarakat bahwa di jalan pasar rukun tetangga rukun warga peniraman kecamatan sungai pinyuh sering terjadi transaksi narkoba saat digeledah ditemukan butir pil ekstasi di saku celana pelaku,"['petugas', 'mendapatkan', 'informasi', 'masyarakat', 'bahwa', 'di', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'sering', 'terjadi', 'transaksi', 'narkoba', 'saat', 'digeledah', 'ditemukan', 'butir', 'pil', 'ekstasi', 'di', 'saku', 'celana', 'pelaku']","['petugas', 'informasi', 'masyarakat', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'transaksi', 'narkoba', 'digeledah', 'ditemukan', 'butir', 'pil', 'ekstasi', 'saku', 'celana', 'pelaku']","['petugas', 'informasi', 'masyarakat', 'jalan', 'pasar', 'rukun', 'tetangga', 'rukun', 'warga', 'tiram', 'camat', 'sungai', 'pinyuh', 'transaksi', 'narkoba', 'geledah', 'temu', 'butir', 'pil', 'ekstasi', 'saku', 'celana', 'pelaku']",petugas informasi masyarakat jalan pasar rukun tetangga rukun warga tiram camat sungai pinyuh transaksi narkoba geledah temu butir pil ekstasi saku celana pelaku
LP/B/112/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,20 Juli 2023,"Pelaku menawarkan tanah kavling dengan harga murah melalui media sosial, namun setelah uang ditransfer, barang tidak dikirim.",Pelaku menawarkan tanah kavling dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan tanah kavling dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,pelaku menawarkan tanah kavling dengan harga murah melalui media sosial namun setelah uang ditransfer barang tidak dikirim,"['pelaku', 'menawarkan', 'tanah', 'kavling', 'dengan', 'harga', 'murah', 'melalui', 'media', 'sosial', 'namun', 'setelah', 'uang', 'ditransfer', 'barang', 'tidak', 'dikirim']","['pelaku', 'menawarkan', 'tanah', 'kavling', 'harga', 'murah', 'media', 'sosial', 'uang', 'ditransfer', 'barang', 'dikirim']","['pelaku', 'tawar', 'tanah', 'kavling', 'harga', 'murah', 'media', 'sosial', 'uang', 'transfer', 'barang', 'kirim']",pelaku tawar tanah kavling harga murah media sosial uang transfer barang kirim
LP/B/115/VII/2023/Kalbar/Res Mpw/Sek Sui Pinyuh,26 Juli 2023,Pelaku mengambil 1 unit Laptop Acer milik korban yang tersimpan di dalam rumah.,Pelaku mengambil unit Laptop Acer milik korban yang tersimpan di dalam rumah,pelaku mengambil unit laptop acer milik korban yang tersimpan di dalam rumah,pelaku mengambil unit laptop acer milik korban yang tersimpan di dalam rumah,"['pelaku', 'mengambil', 'unit', 'laptop', 'acer', 'milik', 'korban', 'yang', 'tersimpan', 'di', 'dalam', 'rumah']","['pelaku', 'mengambil', 'unit', 'laptop', 'acer', 'milik', 'korban', 'tersimpan', 'rumah']","['pelaku', 'ambil', 'unit', 'laptop', 'acer', 'milik', 'korban', 'simpan', 'rumah']",pelaku ambil unit laptop acer milik korban simpan rumah
